profile_id,sex,experience,days_available,height_bucket_cm,weight_bucket_kg,bmi_bucket,ratio_type,ratio_gap_bucket,day_index,day_label,exercise_order,exercise_name,muscle_codes,sets,rep_min,rep_max,rir_min,rir_max,rest_seconds
profile_c8b6dd199081,male,Novato,6,175-179cm,80-84kg,25_29_9,golden_ratio,moderate,3,Tracción,2,Dominadas Asistidas Agarre Ancho,back,3,6,8,0,1,180
profile_c8b6dd199081,male,Novato,6,175-179cm,80-84kg,25_29_9,golden_ratio,moderate,3,Tracción,3,Curl Bayesian (Polea tras espalda),biceps,3,10,12,0,0,120
profile_c8b6dd199081,male,Novato,6,175-179cm,80-84kg,25_29_9,golden_ratio,moderate,4,Pierna,1,Sentadilla Hack,quads,4,6,10,0,1,180
profile_c8b6dd199081,male,Novato,6,175-179cm,80-84kg,25_29_9,golden_ratio,moderate,4,Pierna,2,Sentadilla Búlgara,glutes,3,6,10,0,1,180
profile_c8b6dd199081,male,Novato,6,175-179cm,80-84kg,25_29_9,golden_ratio,moderate,4,Pierna,3,Peso Muerto Rumano (Barra),hamstrings,3,6,10,0,1,180
profile_c8b6dd199081,male,Novato,6,175-179cm,80-84kg,25_29_9,golden_ratio,moderate,4,Pierna,4,Elevación de Talón de Pie,calves,3,12,15,0,0,120
profile_c8b6dd199081,male,Novato,6,175-179cm,80-84kg,25_29_9,golden_ratio,moderate,4,Pierna,5,Sentadilla Sumo (Mancuerna),adductors,3,6,8,0,1,180
profile_c8b6dd199081,male,Novato,6,175-179cm,80-84kg,25_29_9,golden_ratio,moderate,4,Pierna,6,Abducción de Cadera en Polea (Glúteo Medio),abductors,3,10,12,0,0,120
profile_c8b6dd199081,male,Novato,6,175-179cm,80-84kg,25_29_9,golden_ratio,moderate,5,Superior,1,Press de Banca,chest,3,6,8,0,1,180
profile_c8b6dd199081,male,Novato,6,175-179cm,80-84kg,25_29_9,golden_ratio,moderate,5,Superior,2,Press Inclinado con Barra,chest,3,6,8,0,1,180
profile_c8b6dd199081,male,Novato,6,175-179cm,80-84kg,25_29_9,golden_ratio,moderate,5,Superior,3,Remo Unilateral con Mancuerna,back,3,6,8,0,1,180
profile_c8b6dd199081,male,Novato,6,175-179cm,80-84kg,25_29_9,golden_ratio,moderate,5,Superior,4,Remo Gironda (Polea Baja),back,3,6,8,0,1,180
profile_c8b6dd199081,male,Novato,6,175-179cm,80-84kg,25_29_9,golden_ratio,moderate,5,Superior,5,Elevaciones Laterales en Polea,shoulders,3,10,15,1,2,120
profile_c8b6dd199081,male,Novato,6,175-179cm,80-84kg,25_29_9,golden_ratio,moderate,5,Superior,6,Press Militar con Barra,shoulders,3,6,8,0,1,180
profile_c8b6dd199081,male,Novato,6,175-179cm,80-84kg,25_29_9,golden_ratio,moderate,5,Superior,7,Curl Bayesian (Polea tras espalda),biceps,3,10,12,0,0,120
profile_c8b6dd199081,male,Novato,6,175-179cm,80-84kg,25_29_9,golden_ratio,moderate,5,Superior,8,Extensión Tríceps tras nuca (Mancuerna),triceps,3,10,12,0,0,120
profile_c8b6dd199081,male,Novato,6,175-179cm,80-84kg,25_29_9,golden_ratio,moderate,6,Core,1,Crunch en Polea Alta,abs,3,12,20,0,1,60
profile_c8b6dd199081,male,Novato,6,175-179cm,80-84kg,25_29_9,golden_ratio,moderate,6,Core,2,Cinta de Correr (Cardio LISS),cardio,1,20,30,,,
profile_971c7005bc11,female,Novato,1,155-159cm,55-59kg,18_5_24_9,hourglass_ratio,moderate,1,Pierna,1,Sentadilla Sissy,quads,3,6,10,0,1,180
profile_971c7005bc11,female,Novato,1,155-159cm,55-59kg,18_5_24_9,hourglass_ratio,moderate,1,Pierna,2,Sentadilla Goblet,quads,3,6,10,0,1,180
profile_971c7005bc11,female,Novato,1,155-159cm,55-59kg,18_5_24_9,hourglass_ratio,moderate,1,Pierna,3,Step Up (Enfoque Glúteo),glutes,3,6,10,0,1,180
profile_971c7005bc11,female,Novato,1,155-159cm,55-59kg,18_5_24_9,hourglass_ratio,moderate,1,Pierna,4,Zancada Atrás con Déficit (Glúteo),glutes,3,6,10,0,1,180
profile_971c7005bc11,female,Novato,1,155-159cm,55-59kg,18_5_24_9,hourglass_ratio,moderate,1,Pierna,5,Peso Muerto Rumano (Barra),hamstrings,3,6,10,0,1,180
profile_971c7005bc11,female,Novato,1,155-159cm,55-59kg,18_5_24_9,hourglass_ratio,moderate,1,Pierna,6,Curl Femoral Tumbado,hamstrings,3,10,15,1,2,120
profile_971c7005bc11,female,Novato,1,155-159cm,55-59kg,18_5_24_9,hourglass_ratio,moderate,1,Pierna,7,Elevación de Talón Sentado,calves,3,12,15,0,0,120
profile_971c7005bc11,female,Novato,1,155-159cm,55-59kg,18_5_24_9,hourglass_ratio,moderate,1,Pierna,8,Sentadilla Sumo (Mancuerna),adductors,3,6,8,0,1,180
profile_971c7005bc11,female,Novato,1,155-159cm,55-59kg,18_5_24_9,hourglass_ratio,moderate,1,Pierna,9,Elevación Lateral de Pierna (Suelo),abductors,3,10,12,0,0,120
profile_971c7005bc11,female,Novato,1,155-159cm,55-59kg,18_5_24_9,hourglass_ratio,moderate,2,Superior,1,Press Inclinado (Pecho Superior),chest,3,6,8,0,1,180
profile_971c7005bc11,female,Novato,1,155-159cm,55-59kg,18_5_24_9,hourglass_ratio,moderate,2,Superior,2,Aperturas Inclinadas en Polea,chest,3,10,15,1,2,120
profile_971c7005bc11,female,Novato,1,155-159cm,55-59kg,18_5_24_9,hourglass_ratio,moderate,2,Superior,3,Jalón al Pecho,back,3,6,8,0,1,180
profile_971c7005bc11,female,Novato,1,155-159cm,55-59kg,18_5_24_9,hourglass_ratio,moderate,2,Superior,4,Jalón al Pecho con Agarre en V,back,3,6,8,0,1,180
profile_971c7005bc11,female,Novato,1,155-159cm,55-59kg,18_5_24_9,hourglass_ratio,moderate,2,Superior,5,Elevaciones Laterales en Polea,shoulders,3,10,15,1,2,120
profile_971c7005bc11,female,Novato,1,155-159cm,55-59kg,18_5_24_9,hourglass_ratio,moderate,2,Superior,6,Press Militar con Mancuerna,shoulders,3,6,8,0,1,180
profile_971c7005bc11,female,Novato,1,155-159cm,55-59kg,18_5_24_9,hourglass_ratio,moderate,2,Superior,7,Curl Bayesian (Polea tras espalda),biceps,3,10,12,0,0,120
profile_971c7005bc11,female,Novato,1,155-159cm,55-59kg,18_5_24_9,hourglass_ratio,moderate,2,Superior,8,Curl Predicador,biceps,3,10,12,0,0,120
profile_971c7005bc11,female,Novato,1,155-159cm,55-59kg,18_5_24_9,hourglass_ratio,moderate,2,Superior,9,Extensión de Tríceps Katana,triceps,3,10,12,0,0,120
profile_971c7005bc11,female,Novato,1,155-159cm,55-59kg,18_5_24_9,hourglass_ratio,moderate,2,Superior,10,Fondos en Banco (Tríceps),triceps,3,6,8,0,1,180
profile_971c7005bc11,female,Novato,1,155-159cm,55-59kg,18_5_24_9,hourglass_ratio,moderate,3,Pierna,1,Prensa de Piernas,quads,3,6,10,0,1,180
profile_971c7005bc11,female,Novato,1,155-159cm,55-59kg,18_5_24_9,hourglass_ratio,moderate,3,Pierna,2,Sentadilla Goblet,quads,3,6,10,0,1,180
profile_971c7005bc11,female,Novato,1,155-159cm,55-59kg,18_5_24_9,hourglass_ratio,moderate,3,Pierna,3,Sentadilla Búlgara,glutes,3,6,10,0,1,180
profile_971c7005bc11,female,Novato,1,155-159cm,55-59kg,18_5_24_9,hourglass_ratio,moderate,3,Pierna,4,Zancada Atrás con Déficit (Glúteo),glutes,3,6,10,0,1,180
profile_971c7005bc11,female,Novato,1,155-159cm,55-59kg,18_5_24_9,hourglass_ratio,moderate,3,Pierna,5,Peso Muerto Rumano (Mancuernas),hamstrings,3,6,10,0,1,180
profile_971c7005bc11,female,Novato,1,155-159cm,55-59kg,18_5_24_9,hourglass_ratio,moderate,3,Pierna,6,Curl Femoral Sentado,hamstrings,3,10,15,1,2,120
profile_971c7005bc11,female,Novato,1,155-159cm,55-59kg,18_5_24_9,hourglass_ratio,moderate,3,Pierna,7,Elevación de Talón de Pie,calves,3,12,15,0,0,120
profile_971c7005bc11,female,Novato,1,155-159cm,55-59kg,18_5_24_9,hourglass_ratio,moderate,3,Pierna,8,Sentadilla Sumo (Mancuerna),adductors,3,6,8,0,1,180
profile_971c7005bc11,female,Novato,1,155-159cm,55-59kg,18_5_24_9,hourglass_ratio,moderate,3,Pierna,9,Abductores en Máquina,abductors,3,10,12,0,0,120
profile_e5f740538ce4,male,Intermedio,1,185-189cm,85-89kg,25_29_9,golden_ratio,moderate,1,Pierna,1,Prensa de Piernas,quads,3,6,10,0,1,180
profile_e5f740538ce4,male,Intermedio,1,185-189cm,85-89kg,25_29_9,golden_ratio,moderate,1,Pierna,2,Extensión de Piernas,quads,3,8,12,0,1,120
profile_e5f740538ce4,male,Intermedio,1,185-189cm,85-89kg,25_29_9,golden_ratio,moderate,1,Pierna,3,Step Up (Enfoque Glúteo),glutes,4,6,10,0,1,180
profile_e5f740538ce4,male,Intermedio,1,185-189cm,85-89kg,25_29_9,golden_ratio,moderate,1,Pierna,4,Hip Thrust,glutes,3,6,10,0,1,180
profile_e5f740538ce4,male,Intermedio,1,185-189cm,85-89kg,25_29_9,golden_ratio,moderate,1,Pierna,5,Peso Muerto Rumano (Mancuernas),hamstrings,3,6,10,0,1,180
profile_e5f740538ce4,male,Intermedio,1,185-189cm,85-89kg,25_29_9,golden_ratio,moderate,1,Pierna,6,Curl Femoral Tumbado,hamstrings,3,8,12,0,1,120
profile_e5f740538ce4,male,Intermedio,1,185-189cm,85-89kg,25_29_9,golden_ratio,moderate,1,Pierna,7,Elevación de Talón de Pie,calves,3,12,15,0,0,120
profile_e5f740538ce4,male,Intermedio,1,185-189cm,85-89kg,25_29_9,golden_ratio,moderate,1,Pierna,8,Aducción en Polea,adductors,3,12,15,0,0,120
profile_e5f740538ce4,male,Intermedio,1,185-189cm,85-89kg,25_29_9,golden_ratio,moderate,1,Pierna,9,Fire Hydrants con Banda,abductors,4,10,12,0,0,120
profile_e5f740538ce4,male,Intermedio,1,185-189cm,85-89kg,25_29_9,golden_ratio,moderate,2,Empuje,1,Press de Banca,chest,4,6,8,0,1,180
profile_e5f740538ce4,male,Intermedio,1,185-189cm,85-89kg,25_29_9,golden_ratio,moderate,2,Empuje,2,Aperturas Polea Baja (Pecho Superior),chest,4,8,12,0,1,120
profile_e5f740538ce4,male,Intermedio,1,185-189cm,85-89kg,25_29_9,golden_ratio,moderate,2,Empuje,3,Elevaciones Laterales en Polea,shoulders,4,8,12,0,1,120
profile_e5f740538ce4,male,Intermedio,1,185-189cm,85-89kg,25_29_9,golden_ratio,moderate,2,Empuje,4,Face Pull (Hombro Posterior),shoulders,4,8,12,0,1,120
profile_e5f740538ce4,male,Intermedio,1,185-189cm,85-89kg,25_29_9,golden_ratio,moderate,2,Empuje,5,Face Pull (Hombro Posterior),shoulders,4,8,12,0,1,120
profile_e5f740538ce4,male,Intermedio,1,185-189cm,85-89kg,25_29_9,golden_ratio,moderate,2,Empuje,6,Extensión Tríceps tras nuca (Mancuerna),triceps,4,10,12,0,0,120
profile_e5f740538ce4,male,Intermedio,1,185-189cm,85-89kg,25_29_9,golden_ratio,moderate,2,Empuje,7,Fondos en Banco (Tríceps),triceps,4,6,8,0,1,180
profile_e5f740538ce4,male,Intermedio,1,185-189cm,85-89kg,25_29_9,golden_ratio,moderate,3,Pierna,1,Sentadilla Hack,quads,3,6,10,0,1,180
profile_e5f740538ce4,male,Intermedio,1,185-189cm,85-89kg,25_29_9,golden_ratio,moderate,3,Pierna,2,Sentadilla Goblet,quads,3,6,10,0,1,180
profile_e5f740538ce4,male,Intermedio,1,185-189cm,85-89kg,25_29_9,golden_ratio,moderate,3,Pierna,3,Step Up (Enfoque Glúteo),glutes,4,6,10,0,1,180
profile_e5f740538ce4,male,Intermedio,1,185-189cm,85-89kg,25_29_9,golden_ratio,moderate,3,Pierna,4,Zancada Atrás con Déficit (Glúteo),glutes,3,6,10,0,1,180
profile_e5f740538ce4,male,Intermedio,1,185-189cm,85-89kg,25_29_9,golden_ratio,moderate,3,Pierna,5,Peso Muerto Rumano (Mancuernas),hamstrings,3,6,10,0,1,180
profile_e5f740538ce4,male,Intermedio,1,185-189cm,85-89kg,25_29_9,golden_ratio,moderate,3,Pierna,6,Curl Femoral Tumbado,hamstrings,3,8,12,0,1,120
profile_e5f740538ce4,male,Intermedio,1,185-189cm,85-89kg,25_29_9,golden_ratio,moderate,3,Pierna,7,Elevación de Talón Sentado,calves,3,12,15,0,0,120
profile_e5f740538ce4,male,Intermedio,1,185-189cm,85-89kg,25_29_9,golden_ratio,moderate,3,Pierna,8,Sentadilla Sumo (Mancuerna),adductors,3,6,8,0,1,180
profile_e5f740538ce4,male,Intermedio,1,185-189cm,85-89kg,25_29_9,golden_ratio,moderate,3,Pierna,9,Abductores en Máquina,abductors,4,10,12,0,0,120
profile_e5f740538ce4,male,Intermedio,1,185-189cm,85-89kg,25_29_9,golden_ratio,moderate,4,Tracción,1,Jalón al Pecho,back,4,6,8,0,1,180
profile_e5f740538ce4,male,Intermedio,1,185-189cm,85-89kg,25_29_9,golden_ratio,moderate,4,Tracción,2,Jalón al Pecho con Agarre en V,back,4,6,8,0,1,180
profile_e5f740538ce4,male,Intermedio,1,185-189cm,85-89kg,25_29_9,golden_ratio,moderate,4,Tracción,3,Jalón al Pecho con Agarre en V,back,4,6,8,0,1,180
profile_e5f740538ce4,male,Intermedio,1,185-189cm,85-89kg,25_29_9,golden_ratio,moderate,4,Tracción,4,Curl Bayesian (Polea tras espalda),biceps,4,10,12,0,0,120
profile_e5f740538ce4,male,Intermedio,1,185-189cm,85-89kg,25_29_9,golden_ratio,moderate,4,Tracción,5,Curl Martillo,biceps,4,10,12,0,0,120
profile_e5f740538ce4,male,Intermedio,1,185-189cm,85-89kg,25_29_9,golden_ratio,moderate,5,Pierna,1,Sentadilla con Barra,quads,3,6,10,0,1,180
profile_e5f740538ce4,male,Intermedio,1,185-189cm,85-89kg,25_29_9,golden_ratio,moderate,5,Pierna,2,Sentadilla Goblet,quads,3,6,10,0,1,180
profile_e5f740538ce4,male,Intermedio,1,185-189cm,85-89kg,25_29_9,golden_ratio,moderate,5,Pierna,3,Sentadilla Búlgara,glutes,4,6,10,0,1,180
profile_e5f740538ce4,male,Intermedio,1,185-189cm,85-89kg,25_29_9,golden_ratio,moderate,5,Pierna,4,Hip Thrust,glutes,3,6,10,0,1,180
profile_e5f740538ce4,male,Intermedio,1,185-189cm,85-89kg,25_29_9,golden_ratio,moderate,5,Pierna,5,Peso Muerto Rumano (Barra),hamstrings,3,6,10,0,1,180
profile_e5f740538ce4,male,Intermedio,1,185-189cm,85-89kg,25_29_9,golden_ratio,moderate,5,Pierna,6,Curl Femoral Tumbado,hamstrings,3,8,12,0,1,120
profile_e5f740538ce4,male,Intermedio,1,185-189cm,85-89kg,25_29_9,golden_ratio,moderate,5,Pierna,7,Elevación de Talón Sentado,calves,3,12,15,0,0,120
profile_e5f740538ce4,male,Intermedio,1,185-189cm,85-89kg,25_29_9,golden_ratio,moderate,5,Pierna,8,Aducción en Polea,adductors,3,12,15,0,0,120
profile_e5f740538ce4,male,Intermedio,1,185-189cm,85-89kg,25_29_9,golden_ratio,moderate,5,Pierna,9,Abducción de Cadera en Polea (Glúteo Medio),abductors,4,10,12,0,0,120
profile_e5f740538ce4,male,Intermedio,1,185-189cm,85-89kg,25_29_9,golden_ratio,moderate,6,Core,1,Crunch en Máquina,abs,3,12,20,0,1,60
profile_e5f740538ce4,male,Intermedio,1,185-189cm,85-89kg,25_29_9,golden_ratio,moderate,6,Core,2,Elíptica,cardio,1,20,30,,,
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,1,Superior,1,Press de Banca,chest,3,6,8,0,1,180
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,1,Superior,2,Press Landmine (Pecho Superior),chest,3,6,8,0,1,180
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,1,Superior,3,Press Inclinado (Pecho Superior),chest,3,6,8,0,1,180
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,1,Superior,4,Remo Unilateral con Mancuerna,back,4,6,8,0,1,180
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,1,Superior,5,Jalón al Pecho con Agarre en V,back,3,6,8,0,1,180
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,1,Superior,6,Remo Unilateral con Mancuerna,back,3,6,8,0,1,180
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,1,Superior,7,Elevaciones Laterales en Polea,shoulders,4,8,12,0,1,120
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,1,Superior,8,Press Militar con Mancuerna,shoulders,3,6,8,0,1,180
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,1,Superior,9,Elevaciones Laterales,shoulders,3,8,12,0,1,120
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,1,Superior,10,Curl Bayesian (Polea tras espalda),biceps,3,10,12,0,0,120
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,1,Superior,11,Curl Martillo,biceps,3,10,12,0,0,120
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,1,Superior,12,Extensión Tríceps tras nuca (Mancuerna),triceps,3,10,12,0,0,120
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,1,Superior,13,Fondos en Banco (Tríceps),triceps,3,6,8,0,1,180
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,2,Pierna,1,Sentadilla Sissy,quads,4,6,10,0,1,180
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,2,Pierna,2,Sentadilla Goblet,quads,3,6,10,0,1,180
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,2,Pierna,3,Step Up (Enfoque Glúteo),glutes,3,6,10,0,1,180
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,2,Pierna,4,Zancada Atrás con Déficit (Glúteo),glutes,3,6,10,0,1,180
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,2,Pierna,5,Peso Muerto Rumano (Barra),hamstrings,3,6,10,0,1,180
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,2,Pierna,6,Curl Femoral Tumbado,hamstrings,3,8,12,0,1,120
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,2,Pierna,7,Donkey Calf Raise,calves,3,12,15,0,0,120
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,2,Pierna,8,Elevación de Talón Sentado,calves,3,12,15,0,0,120
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,2,Pierna,9,Aducción en Polea,adductors,3,12,15,0,0,120
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,2,Pierna,10,Fire Hydrants con Banda,abductors,3,10,12,0,0,120
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,3,Superior,1,Press de Banca,chest,3,6,8,0,1,180
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,3,Superior,2,Aperturas Polea Baja (Pecho Superior),chest,3,8,12,0,1,120
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,3,Superior,3,Press de Banca,chest,3,6,8,0,1,180
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,3,Superior,4,Jalón al Pecho,back,4,6,8,0,1,180
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,3,Superior,5,Jalón al Pecho con Agarre en V,back,3,6,8,0,1,180
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,3,Superior,6,Jalón al Pecho con Agarre en V,back,3,6,8,0,1,180
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,3,Superior,7,Elevaciones Laterales en Polea,shoulders,4,8,12,0,1,120
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,3,Superior,8,Face Pull (Hombro Posterior),shoulders,3,8,12,0,1,120
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,3,Superior,9,Face Pull (Hombro Posterior),shoulders,3,8,12,0,1,120
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,3,Superior,10,Curl Bayesian (Polea tras espalda),biceps,3,10,12,0,0,120
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,3,Superior,11,Curl Predicador en Máquina,biceps,3,10,12,0,0,120
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,3,Superior,12,Extensión Tríceps tras nuca (Mancuerna),triceps,3,10,12,0,0,120
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,3,Superior,13,Extensión de Tríceps Polea,triceps,3,10,12,0,0,120
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,4,Pierna,1,Sentadilla Hack,quads,4,6,10,0,1,180
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,4,Pierna,2,Extensión de Piernas,quads,3,8,12,0,1,120
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,4,Pierna,3,Step Up (Enfoque Glúteo),glutes,3,6,10,0,1,180
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,4,Pierna,4,Patada de Glúteo en Polea,glutes,3,8,12,0,1,120
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,4,Pierna,5,Peso Muerto Rumano (Barra),hamstrings,3,6,10,0,1,180
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,4,Pierna,6,Curl Femoral Sentado,hamstrings,3,8,12,0,1,120
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,4,Pierna,7,Donkey Calf Raise,calves,3,12,15,0,0,120
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,4,Pierna,8,Elevación de Talón de Pie,calves,3,12,15,0,0,120
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,4,Pierna,9,Aducción en Polea,adductors,3,12,15,0,0,120
profile_d80b3463468a,male,Intermedio,4,170-174cm,105-109kg,35_plus,golden_ratio,high,4,Pierna,10,Elevación Lateral de Pierna (Suelo),abductors,3,10,12,0,0,120
profile_f0a4526808b6,female,Avanzado,1,165-169cm,75-79kg,25_29_9,hourglass_ratio,moderate,1,Empuje,1,Press Inclinado (Pecho Superior),chest,3,6,8,0,1,180
profile_f0a4526808b6,female,Avanzado,1,165-169cm,75-79kg,25_29_9,hourglass_ratio,moderate,1,Empuje,2,Aperturas Inclinadas en Polea,chest,3,10,15,1,2,120
profile_f0a4526808b6,female,Avanzado,1,165-169cm,75-79kg,25_29_9,hourglass_ratio,moderate,1,Empuje,3,Elevaciones Laterales en Polea,shoulders,3,10,15,1,2,120
profile_f0a4526808b6,female,Avanzado,1,165-169cm,75-79kg,25_29_9,hourglass_ratio,moderate,1,Empuje,4,Face Pull (Hombro Posterior),shoulders,3,10,15,1,2,120
profile_f0a4526808b6,female,Avanzado,1,165-169cm,75-79kg,25_29_9,hourglass_ratio,moderate,1,Empuje,5,Extensión Tríceps tras nuca,triceps,3,10,12,0,0,120
profile_f0a4526808b6,female,Avanzado,1,165-169cm,75-79kg,25_29_9,hourglass_ratio,moderate,2,Pierna,1,Sentadilla con Barra,quads,4,6,10,0,1,180
profile_f0a4526808b6,female,Avanzado,1,165-169cm,75-79kg,25_29_9,hourglass_ratio,moderate,2,Pierna,2,Step Up (Enfoque Glúteo),glutes,3,6,10,0,1,180
profile_f0a4526808b6,female,Avanzado,1,165-169cm,75-79kg,25_29_9,hourglass_ratio,moderate,2,Pierna,3,Peso Muerto Rumano (Barra),hamstrings,3,6,10,0,1,180
profile_f0a4526808b6,female,Avanzado,1,165-169cm,75-79kg,25_29_9,hourglass_ratio,moderate,2,Pierna,4,Donkey Calf Raise,calves,3,12,15,0,0,120
profile_f0a4526808b6,female,Avanzado,1,165-169cm,75-79kg,25_29_9,hourglass_ratio,moderate,2,Pierna,5,Sentadilla Sumo (Mancuerna),adductors,3,6,8,0,1,180
